EMPLEADO,C,46;ZONARUTA,C,5;NOMBRE,C,20;ORDCOB,N,4,0;RAZONSOC,C,35;DIRECCION,C,30;CODIGOCLI,C,8;FORMAPAG,C,1;NUMEROF,N,8,0;FECHAMOV,D;ENTREGAS,N,5,0;DEVOLUCION,N,5,0;FALTANTES,N,5,0;VALORUNITA,N,12,2;FEPAGO,D;CODIGOPU,C,3;NOMPU,C,15
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;24;MUNDO EDITORES;AVENIDA 19  # 31 -17;MUNEDI01;C;;04/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;24;MUNDO EDITORES;AVENIDA 19  # 31 -17;MUNEDI01;C;;05/03/2011;5;;;800;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;24;MUNDO EDITORES;AVENIDA 19  # 31 -17;MUNEDI01;C;;07/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;24;MUNDO EDITORES;AVENIDA 19  # 31 -17;MUNEDI01;C;;08/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;24;MUNDO EDITORES;AVENIDA 19  # 31 -17;MUNEDI01;C;;09/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;19;LUZ DELIA AVENDAÐO  SALIDA A NEIRA;CALLE 40 # 15-16 VILLA JULIA;LUZDEA01;C;;03/03/2011;10;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;19;LUZ DELIA AVENDAÐO  SALIDA A NEIRA;CALLE 40 # 15-16 VILLA JULIA;LUZDEA01;C;;04/03/2011;10;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;19;LUZ DELIA AVENDAÐO  SALIDA A NEIRA;CALLE 40 # 15-16 VILLA JULIA;LUZDEA01;C;;05/03/2011;10;;;800;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;19;LUZ DELIA AVENDAÐO  SALIDA A NEIRA;CALLE 40 # 15-16 VILLA JULIA;LUZDEA01;C;;07/03/2011;10;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;19;LUZ DELIA AVENDAÐO  SALIDA A NEIRA;CALLE 40 # 15-16 VILLA JULIA;LUZDEA01;C;;08/03/2011;10;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;19;LUZ DELIA AVENDAÐO  SALIDA A NEIRA;CALLE 40 # 15-16 VILLA JULIA;LUZDEA01;C;;09/03/2011;10;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;47;FRUTAS FRESCAS MONROY;CR 15 # 15-16;FRUFRE01;C;;04/03/2011;8;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;47;FRUTAS FRESCAS MONROY;CR 15 # 15-16;FRUFRE01;C;;05/03/2011;18;;;800;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;47;FRUTAS FRESCAS MONROY;CR 15 # 15-16;FRUFRE01;C;;07/03/2011;8;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;47;FRUTAS FRESCAS MONROY;CR 15 # 15-16;FRUFRE01;C;;08/03/2011;8;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;47;FRUTAS FRESCAS MONROY;CR 15 # 15-16;FRUFRE01;C;;09/03/2011;8;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;32;OSORIO B. OLGA PIEDAD MIS LOS CEDRO;CALLE 12 # 3 B 67;MISCED01;C;;04/03/2011;2;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;32;OSORIO B. OLGA PIEDAD MIS LOS CEDRO;CALLE 12 # 3 B 67;MISCED01;C;;05/03/2011;4;;;800;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;32;OSORIO B. OLGA PIEDAD MIS LOS CEDRO;CALLE 12 # 3 B 67;MISCED01;C;;07/03/2011;2;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;32;OSORIO B. OLGA PIEDAD MIS LOS CEDRO;CALLE 12 # 3 B 67;MISCED01;C;;08/03/2011;2;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;32;OSORIO B. OLGA PIEDAD MIS LOS CEDRO;CALLE 12 # 3 B 67;MISCED01;C;;09/03/2011;2;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;50;MRIA YOLANDA GIL TI CAF PAISAJE;CRA. 26 # 15-05 CAF.EL PAISAJE;TICAPA01;C;;07/03/2011;2;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;50;MRIA YOLANDA GIL TI CAF PAISAJE;CRA. 26 # 15-05 CAF.EL PAISAJE;TICAPA01;C;;08/03/2011;2;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;50;MRIA YOLANDA GIL TI CAF PAISAJE;CRA. 26 # 15-05 CAF.EL PAISAJE;TICAPA01;C;;09/03/2011;2;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;18;DROGUERIA JACOBO;CRA. 12 B # 45 G 22 DROG.JACOB;DROJAC01;C;;03/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;18;DROGUERIA JACOBO;CRA. 12 B # 45 G 22 DROG.JACOB;DROJAC01;C;;04/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;18;DROGUERIA JACOBO;CRA. 12 B # 45 G 22 DROG.JACOB;DROJAC01;C;;05/03/2011;8;;;800;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;18;DROGUERIA JACOBO;CRA. 12 B # 45 G 22 DROG.JACOB;DROJAC01;C;;07/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;18;DROGUERIA JACOBO;CRA. 12 B # 45 G 22 DROG.JACOB;DROJAC01;C;;08/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;18;DROGUERIA JACOBO;CRA. 12 B # 45 G 22 DROG.JACOB;DROJAC01;C;;09/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;9;GIRALDO GOMEZ OFELIA TIEN OFE;CRA 16 A #  51 B 101  TIE OFE;TIEOFO01;C;;08/03/2011;3;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;9;GIRALDO GOMEZ OFELIA TIEN OFE;CRA 16 A #  51 B 101  TIE OFE;TIEOFO01;C;;09/03/2011;3;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;28;CAICEDO JUAN ERNESTO COPICALDAS;CALLE 26 # 21-11;COPYCA01;C;;02/03/2011;8;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;28;CAICEDO JUAN ERNESTO COPICALDAS;CALLE 26 # 21-11;COPYCA01;C;;03/03/2011;8;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;28;CAICEDO JUAN ERNESTO COPICALDAS;CALLE 26 # 21-11;COPYCA01;C;;04/03/2011;8;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;28;CAICEDO JUAN ERNESTO COPICALDAS;CALLE 26 # 21-11;COPYCA01;C;;05/03/2011;10;;;800;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;28;CAICEDO JUAN ERNESTO COPICALDAS;CALLE 26 # 21-11;COPYCA01;C;;07/03/2011;8;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;28;CAICEDO JUAN ERNESTO COPICALDAS;CALLE 26 # 21-11;COPYCA01;C;;08/03/2011;8;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;28;CAICEDO JUAN ERNESTO COPICALDAS;CALLE 26 # 21-11;COPYCA01;C;;09/03/2011;8;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;48;MISCELANEA LA NUEVA  LA PALMA;CRA 17 # 12-62  B. LA PALMA;MISLAN01;C;;02/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;48;MISCELANEA LA NUEVA  LA PALMA;CRA 17 # 12-62  B. LA PALMA;MISLAN01;C;;03/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;48;MISCELANEA LA NUEVA  LA PALMA;CRA 17 # 12-62  B. LA PALMA;MISLAN01;C;;04/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;48;MISCELANEA LA NUEVA  LA PALMA;CRA 17 # 12-62  B. LA PALMA;MISLAN01;C;;05/03/2011;7;;;800;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;48;MISCELANEA LA NUEVA  LA PALMA;CRA 17 # 12-62  B. LA PALMA;MISLAN01;C;;07/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;48;MISCELANEA LA NUEVA  LA PALMA;CRA 17 # 12-62  B. LA PALMA;MISLAN01;C;;08/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;48;MISCELANEA LA NUEVA  LA PALMA;CRA 17 # 12-62  B. LA PALMA;MISLAN01;C;;09/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;7;MARIA ENGRACIA CASTRO ABUN LA CURVA;CALLE 51 B # 16 B18;ABUCUR01;C;;08/03/2011;3;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;7;MARIA ENGRACIA CASTRO ABUN LA CURVA;CALLE 51 B # 16 B18;ABUCUR01;C;;09/03/2011;3;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;49;DROGUERIA OLAYA;CR 23 #14 65;DROOLA01;C;;02/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;49;DROGUERIA OLAYA;CR 23 #14 65;DROOLA01;C;;03/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;49;DROGUERIA OLAYA;CR 23 #14 65;DROOLA01;C;;04/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;49;DROGUERIA OLAYA;CR 23 #14 65;DROOLA01;C;;05/03/2011;10;;;800;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;49;DROGUERIA OLAYA;CR 23 #14 65;DROOLA01;C;;07/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;49;DROGUERIA OLAYA;CR 23 #14 65;DROOLA01;C;;08/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;49;DROGUERIA OLAYA;CR 23 #14 65;DROOLA01;C;;09/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;0;PARQUEADERO PICO Y PLACA;CRA 22 CALLE 32 ESQUINA ISABEL;PICPLA01;C;;28/02/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;0;PARQUEADERO PICO Y PLACA;CRA 22 CALLE 32 ESQUINA ISABEL;PICPLA01;C;;01/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;0;PARQUEADERO PICO Y PLACA;CRA 22 CALLE 32 ESQUINA ISABEL;PICPLA01;C;;02/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;0;PARQUEADERO PICO Y PLACA;CRA 22 CALLE 32 ESQUINA ISABEL;PICPLA01;C;;03/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;0;PARQUEADERO PICO Y PLACA;CRA 22 CALLE 32 ESQUINA ISABEL;PICPLA01;C;;04/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;0;PARQUEADERO PICO Y PLACA;CRA 22 CALLE 32 ESQUINA ISABEL;PICPLA01;C;;05/03/2011;5;;;800;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;0;PARQUEADERO PICO Y PLACA;CRA 22 CALLE 32 ESQUINA ISABEL;PICPLA01;C;;07/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;0;PARQUEADERO PICO Y PLACA;CRA 22 CALLE 32 ESQUINA ISABEL;PICPLA01;C;;08/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;0;PARQUEADERO PICO Y PLACA;CRA 22 CALLE 32 ESQUINA ISABEL;PICPLA01;C;;09/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;41;RANCHO ROJO SUPERMERCADO;CALLE 12 # 7B 76;RANROJ01;C;;04/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;41;RANCHO ROJO SUPERMERCADO;CALLE 12 # 7B 76;RANROJ01;C;;05/03/2011;5;;;800;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;41;RANCHO ROJO SUPERMERCADO;CALLE 12 # 7B 76;RANROJ01;C;;07/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;41;RANCHO ROJO SUPERMERCADO;CALLE 12 # 7B 76;RANROJ01;C;;08/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;41;RANCHO ROJO SUPERMERCADO;CALLE 12 # 7B 76;RANROJ01;C;;09/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;14;MISCELANEA CARIBE;CRA  12 A # 48 -41;MISCAR01;C;;03/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;14;MISCELANEA CARIBE;CRA  12 A # 48 -41;MISCAR01;C;;04/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;14;MISCELANEA CARIBE;CRA  12 A # 48 -41;MISCAR01;C;;05/03/2011;5;;;800;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;14;MISCELANEA CARIBE;CRA  12 A # 48 -41;MISCAR01;C;;07/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;14;MISCELANEA CARIBE;CRA  12 A # 48 -41;MISCAR01;C;;08/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;14;MISCELANEA CARIBE;CRA  12 A # 48 -41;MISCAR01;C;;09/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;23;ABUNDANCIA LA PUERTA DEL SOL;CL 33 # 19-62;ABUPUE01;C;;21/02/2011;10;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;23;ABUNDANCIA LA PUERTA DEL SOL;CL 33 # 19-62;ABUPUE01;C;;22/02/2011;10;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;23;ABUNDANCIA LA PUERTA DEL SOL;CL 33 # 19-62;ABUPUE01;C;;23/02/2011;10;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;23;ABUNDANCIA LA PUERTA DEL SOL;CL 33 # 19-62;ABUPUE01;C;;24/02/2011;10;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;23;ABUNDANCIA LA PUERTA DEL SOL;CL 33 # 19-62;ABUPUE01;C;;25/02/2011;10;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;23;ABUNDANCIA LA PUERTA DEL SOL;CL 33 # 19-62;ABUPUE01;C;;26/02/2011;10;;;800;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;23;ABUNDANCIA LA PUERTA DEL SOL;CL 33 # 19-62;ABUPUE01;C;;28/02/2011;10;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;23;ABUNDANCIA LA PUERTA DEL SOL;CL 33 # 19-62;ABUPUE01;C;;01/03/2011;10;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;23;ABUNDANCIA LA PUERTA DEL SOL;CL 33 # 19-62;ABUPUE01;C;;02/03/2011;10;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;23;ABUNDANCIA LA PUERTA DEL SOL;CL 33 # 19-62;ABUPUE01;C;;03/03/2011;10;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;23;ABUNDANCIA LA PUERTA DEL SOL;CL 33 # 19-62;ABUPUE01;C;;04/03/2011;10;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;23;ABUNDANCIA LA PUERTA DEL SOL;CL 33 # 19-62;ABUPUE01;C;;05/03/2011;10;;;800;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;23;ABUNDANCIA LA PUERTA DEL SOL;CL 33 # 19-62;ABUPUE01;C;;07/03/2011;10;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;23;ABUNDANCIA LA PUERTA DEL SOL;CL 33 # 19-62;ABUPUE01;C;;08/03/2011;10;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;23;ABUNDANCIA LA PUERTA DEL SOL;CL 33 # 19-62;ABUPUE01;C;;09/03/2011;10;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;21;DROGUERIA LA ESTACION;CRA 23 # 40-110;DROGES01;C;;03/03/2011;7;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;21;DROGUERIA LA ESTACION;CRA 23 # 40-110;DROGES01;C;;04/03/2011;10;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;21;DROGUERIA LA ESTACION;CRA 23 # 40-110;DROGES01;C;;05/03/2011;20;;;800;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;21;DROGUERIA LA ESTACION;CRA 23 # 40-110;DROGES01;C;;07/03/2011;7;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;21;DROGUERIA LA ESTACION;CRA 23 # 40-110;DROGES01;C;;08/03/2011;7;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;21;DROGUERIA LA ESTACION;CRA 23 # 40-110;DROGES01;C;;09/03/2011;7;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;31;PUESTO DUELCES ANDRES;CALLE 19 # 10 -48;PUDUAN01;C;;23/02/2011;3;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;31;PUESTO DUELCES ANDRES;CALLE 19 # 10 -48;PUDUAN01;C;;24/02/2011;3;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;31;PUESTO DUELCES ANDRES;CALLE 19 # 10 -48;PUDUAN01;C;;25/02/2011;3;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;31;PUESTO DUELCES ANDRES;CALLE 19 # 10 -48;PUDUAN01;C;;26/02/2011;7;;;800;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;31;PUESTO DUELCES ANDRES;CALLE 19 # 10 -48;PUDUAN01;C;;28/02/2011;3;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;31;PUESTO DUELCES ANDRES;CALLE 19 # 10 -48;PUDUAN01;C;;01/03/2011;3;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;31;PUESTO DUELCES ANDRES;CALLE 19 # 10 -48;PUDUAN01;C;;02/03/2011;3;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;31;PUESTO DUELCES ANDRES;CALLE 19 # 10 -48;PUDUAN01;C;;03/03/2011;3;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;31;PUESTO DUELCES ANDRES;CALLE 19 # 10 -48;PUDUAN01;C;;04/03/2011;3;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;31;PUESTO DUELCES ANDRES;CALLE 19 # 10 -48;PUDUAN01;C;;05/03/2011;7;;;800;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;31;PUESTO DUELCES ANDRES;CALLE 19 # 10 -48;PUDUAN01;C;;07/03/2011;3;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;31;PUESTO DUELCES ANDRES;CALLE 19 # 10 -48;PUDUAN01;C;;08/03/2011;3;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;31;PUESTO DUELCES ANDRES;CALLE 19 # 10 -48;PUDUAN01;C;;09/03/2011;3;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;2;MISCELANEA TAMAYO;CR 22 #47 36;MISTAM01;C;;08/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;2;MISCELANEA TAMAYO;CR 22 #47 36;MISTAM01;C;;09/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;1;PANADERIA VALENTINA;CALLE 46 # 20 - 08;TIEFON02;C;;07/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;1;PANADERIA VALENTINA;CALLE 46 # 20 - 08;TIEFON02;C;;08/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;1;PANADERIA VALENTINA;CALLE 46 # 20 - 08;TIEFON02;C;;09/03/2011;5;;;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;1510;GUSTAVO DE JESUS RAMIREZ- MERCATODO;CL 46 #12-10;SUPMER02;C;7106;01/12/2010;6;0;0;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;1510;GUSTAVO DE JESUS RAMIREZ- MERCATODO;CL 46 #12-10;SUPMER02;C;7106;02/12/2010;6;1;0;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;1510;GUSTAVO DE JESUS RAMIREZ- MERCATODO;CL 46 #12-10;SUPMER02;C;7106;03/12/2010;6;2;0;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;1510;GUSTAVO DE JESUS RAMIREZ- MERCATODO;CL 46 #12-10;SUPMER02;C;7106;04/12/2010;10;3;0;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;1510;GUSTAVO DE JESUS RAMIREZ- MERCATODO;CL 46 #12-10;SUPMER02;C;7106;06/12/2010;6;0;0;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;1510;GUSTAVO DE JESUS RAMIREZ- MERCATODO;CL 46 #12-10;SUPMER02;C;7106;07/12/2010;6;2;0;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;1510;GUSTAVO DE JESUS RAMIREZ- MERCATODO;CL 46 #12-10;SUPMER02;C;7106;08/12/2010;6;3;0;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;1510;GUSTAVO DE JESUS RAMIREZ- MERCATODO;CL 46 #12-10;SUPMER02;C;7106;09/12/2010;6;3;0;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;1510;GUSTAVO DE JESUS RAMIREZ- MERCATODO;CL 46 #12-10;SUPMER02;C;7106;10/12/2010;6;2;0;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;1510;GUSTAVO DE JESUS RAMIREZ- MERCATODO;CL 46 #12-10;SUPMER02;C;7106;11/12/2010;10;4;0;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;1510;GUSTAVO DE JESUS RAMIREZ- MERCATODO;CL 46 #12-10;SUPMER02;C;7106;13/12/2010;6;4;0;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;1510;GUSTAVO DE JESUS RAMIREZ- MERCATODO;CL 46 #12-10;SUPMER02;C;7106;14/12/2010;6;0;0;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;1510;GUSTAVO DE JESUS RAMIREZ- MERCATODO;CL 46 #12-10;SUPMER02;C;7106;15/12/2010;6;1;0;525;;NDI;Q HUBO
ALEXANDER DURANGO GARCIA;ZC002;ZONA COBRO 2;1510;GUSTAVO DE JESUS RAMIREZ- MERCATODO;CL 46 #12-10;SUPMER02;C;7106;16/12/2010;6;3;0;525;;NDI;Q HUBO
